Region,Market,Chart,Name,Unit,Source,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027
Germany,Bread & Cereal Products,Online Revenue Share,Offline,percent,Statista,,,,99.29,99.04,98.702,98.247,96.578,95.768,94.826,93.764,92.611,,
Germany,Bread & Cereal Products,Online Revenue Share,Online,percent,Statista,,,,0.71,0.96,1.298,1.753,3.422,4.232,5.174,6.236,7.389,,
Germany,Bread & Cereal Products,Mobile/Desktop Split,Desktop,percent,Statista,,,,61.915,59.836,58.199,56.781,56.208,55.333,54.777,54.332,53.888,,
Germany,Bread & Cereal Products,Mobile/Desktop Split,Mobile,percent,Statista,,,,38.085,40.164,41.801,43.219,43.792,44.667,45.223,45.668,46.112,,
Germany,Bread & Cereal Products,Volume,Total,million kilograms,Statista,"8,896.964","8,931.22","8,918.688","8,805.427","8,934.054","8,865.878","8,946.132","8,929.947","6,538.703","8,420.538","8,593.881","8,737.576","8,896.358","8,773.86"
Germany,Bread & Cereal Products,Volume,Bread,million kilograms,Statista,"5,180.587","5,192.802","5,176.771","5,101.563","5,165.776","5,115.536","5,147.739","5,124.732","3,709.603","4,799.5","4,886.018","4,954.501","5,045.639","4,959.795"
Germany,Bread & Cereal Products,Volume,Breakfast Cereals,million kilograms,Statista,213.434,217.923,221.201,221.86,228.554,230.174,233.398,234.367,192.318,224.973,229.458,233.37,238.134,241.934
Germany,Bread & Cereal Products,Volume,Other Cereal Products,million kilograms,Statista,"2,604.364","2,621.039","2,624.051","2,597.428","2,642.299","2,629.161","2,664.506","2,670.935","1,947.217","2,537.841","2,603.459","2,660.61","2,706.939","2,678.178"
Germany,Bread & Cereal Products,Volume,Pasta,million kilograms,Statista,727.173,737.174,743.035,740.142,757.347,757.687,768.667,771.109,562.117,732.012,749.028,763.272,779.074,781.955
Germany,Bread & Cereal Products,Volume,Rice,million kilograms,Statista,171.406,162.281,153.631,144.434,140.078,133.321,131.821,128.805,127.448,126.213,125.918,125.823,126.571,111.998
Germany,Bread & Cereal Products,Volume Change,Total,percent,Statista,,0.385,-0.14,-1.27,1.461,-0.763,0.905,-0.181,-26.778,28.78,2.059,1.672,1.817,-1.377
Germany,Bread & Cereal Products,Volume Change,Bread,percent,Statista,,0.236,-0.309,-1.453,1.259,-0.973,0.63,-0.447,-27.614,29.38,1.803,1.402,1.84,-1.701
Germany,Bread & Cereal Products,Volume Change,Breakfast Cereals,percent,Statista,,2.103,1.504,0.298,3.017,0.709,1.401,0.415,-17.941,16.98,1.994,1.705,2.041,1.596
Germany,Bread & Cereal Products,Volume Change,Other Cereal Products,percent,Statista,,0.64,0.115,-1.015,1.728,-0.497,1.344,0.241,-27.096,30.332,2.586,2.195,1.741,-1.062
Germany,Bread & Cereal Products,Volume Change,Pasta,percent,Statista,,1.375,0.795,-0.389,2.325,0.045,1.449,0.318,-27.103,30.224,2.325,1.902,2.07,0.37
Germany,Bread & Cereal Products,Volume Change,Rice,percent,Statista,,-5.323,-5.331,-5.986,-3.016,-4.824,-1.125,-2.288,-1.053,-0.969,-0.234,-0.075,0.595,-11.513
Germany,Bread & Cereal Products,Average Volume per Capita,Total,kilograms,Statista,109.232,109.2,108.508,106.528,107.478,106.157,106.776,106.435,77.95,100.514,102.753,104.623,106.642,105.27
Germany,Bread & Cereal Products,Average Volume per Capita,Bread,kilograms,Statista,63.604,63.491,62.983,61.719,62.145,61.251,61.441,61.081,44.223,57.291,58.42,59.325,60.483,59.508
Germany,Bread & Cereal Products,Average Volume per Capita,Breakfast Cereals,kilograms,Statista,2.62,2.665,2.691,2.684,2.75,2.756,2.786,2.793,2.293,2.685,2.744,2.794,2.855,2.903
Germany,Bread & Cereal Products,Average Volume per Capita,Other Cereal Products,kilograms,Statista,31.975,32.047,31.925,31.424,31.787,31.481,31.802,31.835,23.213,30.294,31.128,31.858,32.449,32.133
Germany,Bread & Cereal Products,Average Volume per Capita,Pasta,kilograms,Statista,8.928,9.013,9.04,8.954,9.111,9.072,9.174,9.191,6.701,8.738,8.956,9.139,9.339,9.382
Germany,Bread & Cereal Products,Average Volume per Capita,Rice,kilograms,Statista,2.104,1.984,1.869,1.747,1.685,1.596,1.573,1.535,1.519,1.507,1.506,1.507,1.517,1.344
Germany,Bread,Price per Unit,Average,USD (US$),Statista,2.909,2.499,2.554,2.706,2.945,2.886,2.991,3.306,3.486,3.587,3.653,3.72,3.79,3.867
Germany,Bread,Revenue,Total,billion USD (US$),Statista,15.07,12.97,13.22,13.81,15.22,14.76,15.4,16.94,12.93,17.22,17.85,18.43,19.13,19.18
Germany,Bread,Revenue Change,Total,percent,Statista,,-13.935,1.928,4.463,10.21,-3.022,4.336,10,-23.672,33.179,3.659,3.249,3.798,0.261
Germany,Bread,Average Revenue per Capita,Total,USD (US$),Statista,185,158.6,160.9,167,183,176.7,183.7,201.9,154.2,205.5,213.4,220.7,229.3,230.1
Germany,Bread,Online Revenue Share,Offline,percent,Statista,,,,99.245,98.983,98.631,98.16,96.405,95.578,94.627,93.565,92.426,,
Germany,Bread,Online Revenue Share,Online,percent,Statista,,,,0.755,1.017,1.369,1.84,3.595,4.422,5.373,6.435,7.574,,
Germany,Bread,Mobile/Desktop Split,Desktop,percent,Statista,,,,61.915,59.836,58.199,56.781,56.208,55.333,54.777,54.332,53.888,,
Germany,Bread,Mobile/Desktop Split,Mobile,percent,Statista,,,,38.085,40.164,41.801,43.219,43.792,44.667,45.223,45.668,46.112,,
Germany,Bread,Volume,Total,million kilograms,Statista,"5,180.587","5,192.802","5,176.771","5,101.563","5,165.776","5,115.536","5,147.739","5,124.732","3,709.603","4,799.5","4,886.018","4,954.501","5,045.639","4,959.795"
Germany,Bread,Volume Change,Total,percent,Statista,,0.236,-0.309,-1.453,1.259,-0.973,0.63,-0.447,-27.614,29.38,1.803,1.402,1.84,-1.701
Germany,Bread,Average Volume per Capita,Total,kilograms,Statista,63.604,63.491,62.983,61.719,62.145,61.251,61.441,61.081,44.223,57.291,58.42,59.325,60.483,59.508
Germany,Pasta,Users by Age,18-24 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,9.78,,,,,,
Germany,Pasta,Users by Age,25-34 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,21.028,,,,,,
Germany,Pasta,Users by Age,35-44 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,22.406,,,,,,
Germany,Pasta,Users by Age,45-54 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,24.61,,,,,,
Germany,Pasta,Users by Age,55-64 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,22.176,,,,,,
Germany,Pasta,Users by Income,high income,percent,Statista|Statista Global Consumer Survey,,,,,,,,35.23,,,,,,
Germany,Pasta,Users by Income,low income,percent,Statista|Statista Global Consumer Survey,,,,,,,,30.678,,,,,,
Germany,Pasta,Users by Income,medium income,percent,Statista|Statista Global Consumer Survey,,,,,,,,34.092,,,,,,
Germany,Pasta,Users by Gender,female,percent,Statista|Statista Global Consumer Survey,,,,,,,,52.066,,,,,,
Germany,Pasta,Users by Gender,male,percent,Statista|Statista Global Consumer Survey,,,,,,,,47.934,,,,,,
Germany,Pasta,Price per Unit,Average,USD (US$),Statista,2.296,1.954,1.98,2.08,2.246,2.183,2.249,2.472,2.607,2.683,2.732,2.782,2.835,2.892
Germany,Pasta,Revenue,Total,billion USD (US$),Statista,1.669,1.441,1.471,1.54,1.701,1.654,1.729,1.906,1.466,1.964,2.046,2.124,2.209,2.261
Germany,Pasta,Revenue Change,Total,percent,Statista,,-13.661,2.082,4.691,10.455,-2.763,4.534,10.237,-23.085,33.97,4.175,3.812,4.002,2.354
Germany,Pasta,Average Revenue per Capita,Total,USD (US$),Statista,20.5,17.61,17.9,18.63,20.46,19.8,20.63,22.72,17.47,23.44,24.47,25.43,26.48,27.13
Germany,Pasta,Online Revenue Share,Offline,percent,Statista,,,,99.194,98.92,98.553,98.066,96.239,95.399,94.439,93.375,92.244,,
Germany,Pasta,Online Revenue Share,Online,percent,Statista,,,,0.806,1.08,1.447,1.934,3.761,4.601,5.561,6.625,7.756,,
Germany,Pasta,Mobile/Desktop Split,Desktop,percent,Statista,,,,61.915,59.836,58.199,56.781,56.208,55.333,54.777,54.332,53.888,,
Germany,Pasta,Mobile/Desktop Split,Mobile,percent,Statista,,,,38.085,40.164,41.801,43.219,43.792,44.667,45.223,45.668,46.112,,
Germany,Pasta,Volume,Total,million kilograms,Statista,727.173,737.174,743.035,740.142,757.347,757.687,768.667,771.109,562.117,732.012,749.028,763.272,779.074,781.955
Germany,Pasta,Volume Change,Total,percent,Statista,,1.375,0.795,-0.389,2.325,0.045,1.449,0.318,-27.103,30.224,2.325,1.902,2.07,0.37
Germany,Pasta,Average Volume per Capita,Total,kilograms,Statista,8.928,9.013,9.04,8.954,9.111,9.072,9.174,9.191,6.701,8.738,8.956,9.139,9.339,9.382
Germany,Pasta,... in 2-kilogram packs,Pasta,2 kg packs,Statista,4.464,4.507,4.52,4.477,4.556,4.536,4.587,4.595,3.351,4.369,4.478,4.57,4.669,4.691
Germany,Pasta,... in 0.5-kilogram packs,Pasta,500 g packs,Statista,17.856,18.027,18.08,17.908,18.222,18.144,18.349,18.382,13.402,17.476,17.912,18.279,18.678,18.764
Germany,Other Cereal Products,Price per Unit,Average,USD (US$),Statista,3.344,2.887,2.966,3.157,3.451,3.396,3.526,3.906,4.119,4.238,4.316,4.395,4.479,4.569
Germany,Other Cereal Products,Revenue,Total,billion USD (US$),Statista,8.708,7.567,7.782,8.2,9.119,8.928,9.395,10.43,8.021,10.76,11.24,11.69,12.12,12.24
Germany,Other Cereal Products,Revenue Change,Total,percent,Statista,,-13.103,2.841,5.371,11.207,-2.095,5.231,11.016,-23.097,34.148,4.461,4.004,3.678,0.99
Germany,Other Cereal Products,Average Revenue per Capita,Total,USD (US$),Statista,106.9,92.52,94.68,99.21,109.7,106.9,112.1,124.3,95.61,128.4,134.4,140,145.3,146.8
Germany,Other Cereal Products,Online Revenue Share,Offline,percent,Statista,,,,99.381,99.153,98.841,98.418,96.851,96.067,95.148,94.102,92.956,,
Germany,Other Cereal Products,Online Revenue Share,Online,percent,Statista,,,,0.619,0.847,1.159,1.582,3.149,3.933,4.852,5.898,7.044,,
Germany,Other Cereal Products,Mobile/Desktop Split,Desktop,percent,Statista,,,,61.915,59.836,58.199,56.781,56.208,55.333,54.777,54.332,53.888,,
Germany,Other Cereal Products,Mobile/Desktop Split,Mobile,percent,Statista,,,,38.085,40.164,41.801,43.219,43.792,44.667,45.223,45.668,46.112,,
Germany,Other Cereal Products,Volume,Total,million kilograms,Statista,"2,604.364","2,621.039","2,624.051","2,597.428","2,642.299","2,629.161","2,664.506","2,670.935","1,947.217","2,537.841","2,603.459","2,660.61","2,706.939","2,678.178"
Germany,Other Cereal Products,Volume Change,Total,percent,Statista,,0.64,0.115,-1.015,1.728,-0.497,1.344,0.241,-27.096,30.332,2.586,2.195,1.741,-1.062
Germany,Other Cereal Products,Average Volume per Capita,Total,kilograms,Statista,31.975,32.047,31.925,31.424,31.787,31.481,31.802,31.835,23.213,30.294,31.128,31.858,32.449,32.133
Germany,Meat,Users by Age,18-24 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,8.03,,,,,,
Germany,Meat,Users by Age,25-34 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,16.504,,,,,,
Germany,Meat,Users by Age,35-44 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,20.674,,,,,,
Germany,Meat,Users by Age,45-54 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,27.595,,,,,,
Germany,Meat,Users by Age,55-64 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,27.196,,,,,,
Germany,Meat,Users by Income,high income,percent,Statista|Statista Global Consumer Survey,,,,,,,,33.006,,,,,,
Germany,Meat,Users by Income,low income,percent,Statista|Statista Global Consumer Survey,,,,,,,,32.128,,,,,,
Germany,Meat,Users by Income,medium income,percent,Statista|Statista Global Consumer Survey,,,,,,,,34.866,,,,,,
Germany,Meat,Users by Gender,female,percent,Statista|Statista Global Consumer Survey,,,,,,,,45.874,,,,,,
Germany,Meat,Users by Gender,male,percent,Statista|Statista Global Consumer Survey,,,,,,,,54.126,,,,,,
Germany,Meat,Price per Unit,Average,USD (US$),Statista,9.488,7.991,8.009,8.332,8.911,8.578,8.817,9.636,10.15,10.43,10.61,10.8,11.01,11.19
Germany,Meat,Price per Unit,Fresh Meat,USD (US$),Statista,11.21,9.395,9.376,9.693,10.32,9.884,10.13,11.04,11.69,11.93,12.12,12.32,12.52,12.61
Germany,Meat,Price per Unit,Meat Substitutes,USD (US$),Statista,22.9,18.63,17.86,17.73,18.11,16.2,15.98,14.73,15.54,15.99,16.28,16.58,16.89,17.23
Germany,Meat,Price per Unit,Processed Meat,USD (US$),Statista,8.528,7.224,7.277,7.615,8.184,7.92,8.153,8.95,9.44,9.714,9.893,10.07,10.27,10.47
Germany,Meat,Revenue,Total,billion USD (US$),Statista,41.15,35.66,36.58,38.46,42.66,41.66,43.89,48.64,51.6,54.75,57.08,59.54,61.99,65.22
Germany,Meat,Revenue,Fresh Meat,billion USD (US$),Statista,17.05,14.48,14.54,14.96,16.24,15.51,15.92,17.23,17.3,18.27,18.58,18.85,19.61,19.97
Germany,Meat,Revenue,Meat Substitutes,billion USD (US$),Statista,0.13,0.128,0.149,0.178,0.218,0.227,0.407,0.504,0.694,0.896,1.138,1.457,1.699,1.985
Germany,Meat,Revenue,Processed Meat,billion USD (US$),Statista,23.97,21.06,21.89,23.32,26.2,25.92,27.56,30.91,33.61,35.58,37.37,39.23,40.68,43.26
Germany,Meat,Revenue Change,Total,percent,Statista,,-13.341,2.58,5.139,10.92,-2.344,5.353,10.823,6.086,6.105,4.256,4.31,4.115,5.211
Germany,Meat,Revenue Change,Fresh Meat,percent,Statista,,-15.073,0.414,2.889,8.556,-4.495,2.643,8.229,0.406,5.607,1.697,1.453,4.032,1.836
Germany,Meat,Revenue Change,Meat Substitutes,percent,Statista,,-1.389,16.667,19.383,22.416,4.222,79.392,23.81,37.669,29.104,26.938,28.032,16.609,16.833
Germany,Meat,Revenue Change,Processed Meat,percent,Statista,,-12.14,3.941,6.533,12.35,-1.069,6.327,12.155,8.735,5.861,5.031,4.977,3.696,6.342
Germany,Meat,Average Revenue per Capita,Total,USD (US$),Statista,505.2,436,445.1,465.2,513.2,498.8,523.8,579.7,615.2,653.5,682.5,713,743.1,782.5
Germany,Meat,Average Revenue per Capita,Fresh Meat,USD (US$),Statista,209.3,177,176.9,181,195.4,185.7,190,205.3,206.2,218.1,222.1,225.7,235.1,239.6
Germany,Meat,Average Revenue per Capita,Meat Substitutes,USD (US$),Statista,1.605,1.562,1.814,2.153,2.621,2.719,4.863,6.011,7.064,8.22,9.56,11.1,12.88,14.84
Germany,Meat,Average Revenue per Capita,Processed Meat,USD (US$),Statista,294.2,257.4,266.3,282.1,315.2,310.4,328.9,368.4,400.7,424.7,446.8,469.8,487.6,519
Germany,Meat,Online Revenue Share,Offline,percent,Statista,,,,99.281,99.026,98.683,98.223,97.071,96.254,95.244,94.014,92.538,,
Germany,Meat,Online Revenue Share,Online,percent,Statista,,,,0.719,0.974,1.317,1.777,2.929,3.746,4.756,5.986,7.462,,
Germany,Meat,Mobile/Desktop Split,Desktop,percent,Statista,,,,61.915,59.836,58.199,56.781,56.208,55.333,54.777,54.332,53.888,,
Germany,Meat,Mobile/Desktop Split,Mobile,percent,Statista,,,,38.085,40.164,41.801,43.219,43.792,44.667,45.223,45.668,46.112,,
Germany,Meat,Volume,Total,million kilograms,Statista,"4,336.728","4,462.711","4,567.77","4,615.459","4,787.207","4,856.188","4,977.059","5,048.071","5,084.764","5,250.858","5,380.348","5,512.806","5,629.678","5,829.528"
Germany,Meat,Volume,Fresh Meat,million kilograms,Statista,"1,520.94","1,540.97","1,551.244","1,543.698","1,573.496","1,569.423","1,571.492","1,560.21","1,479.451","1,531.9","1,532.953","1,530.807","1,566.706","1,584.235"
Germany,Meat,Volume,Meat Substitutes,million kilograms,Statista,5.66,6.859,8.347,10.039,12.033,14.014,25.5,34.238,44.698,56.078,69.903,87.88,100.573,115.199
Germany,Meat,Volume,Processed Meat,million kilograms,Statista,"2,810.128","2,914.882","3,008.179","3,061.721","3,201.678","3,272.751","3,380.067","3,453.622","3,560.615","3,662.88","3,777.492","3,894.119","3,962.398","4,130.094"
Germany,Meat,Volume Change,Total,percent,Statista,,2.905,2.354,1.044,3.721,1.441,2.489,1.427,0.727,3.266,2.466,2.462,2.12,3.55
Germany,Meat,Volume Change,Fresh Meat,percent,Statista,,1.317,0.667,-0.486,1.93,-0.259,0.132,-0.718,-5.176,3.545,0.069,-0.14,2.345,1.119
Germany,Meat,Volume Change,Meat Substitutes,percent,Statista,,21.184,21.685,20.276,19.858,16.471,81.956,34.268,30.549,25.461,24.652,25.717,14.445,14.542
Germany,Meat,Volume Change,Processed Meat,percent,Statista,,3.728,3.201,1.78,4.571,2.22,3.279,2.176,3.098,2.872,3.129,3.087,1.753,4.232
Germany,Meat,Average Volume per Capita,Total,kilograms,Statista,53.244,54.565,55.573,55.838,57.591,58.146,59.403,60.167,60.617,62.678,64.33,66.01,67.484,69.943
Germany,Meat,Average Volume per Capita,Fresh Meat,kilograms,Statista,18.673,18.841,18.873,18.676,18.929,18.792,18.756,18.596,17.637,18.286,18.329,18.33,18.78,19.008
Germany,Meat,Average Volume per Capita,Meat Substitutes,kilograms,Statista,0.069,0.084,0.102,0.121,0.145,0.168,0.304,0.408,0.533,0.669,0.836,1.052,1.206,1.382
Germany,Meat,Average Volume per Capita,Processed Meat,kilograms,Statista,34.501,35.64,36.599,37.041,38.517,39.187,40.343,41.163,42.447,43.723,45.166,46.628,47.498,49.553
Germany,Rice,Users by Age,18-24 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,10.282,,,,,,
Germany,Rice,Users by Age,25-34 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,20.376,,,,,,
Germany,Rice,Users by Age,35-44 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,22.16,,,,,,
Germany,Rice,Users by Age,45-54 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,24.46,,,,,,
Germany,Rice,Users by Age,55-64 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,22.723,,,,,,
Germany,Rice,Users by Income,high income,percent,Statista|Statista Global Consumer Survey,,,,,,,,35.259,,,,,,
Germany,Rice,Users by Income,low income,percent,Statista|Statista Global Consumer Survey,,,,,,,,30.033,,,,,,
Germany,Rice,Users by Income,medium income,percent,Statista|Statista Global Consumer Survey,,,,,,,,34.708,,,,,,
Germany,Rice,Users by Gender,female,percent,Statista|Statista Global Consumer Survey,,,,,,,,50.047,,,,,,
Germany,Rice,Users by Gender,male,percent,Statista|Statista Global Consumer Survey,,,,,,,,49.953,,,,,,
Germany,Rice,Price per Unit,Average,USD (US$),Statista,3.004,2.733,2.944,3.272,3.721,3.795,4.006,4.514,4.76,4.898,4.988,5.08,5.176,5.28
Germany,Rice,Revenue,Total,billion USD (US$),Statista,0.515,0.444,0.452,0.473,0.521,0.506,0.528,0.581,0.607,0.618,0.628,0.639,0.655,0.591
Germany,Rice,Revenue Change,Total,percent,Statista,,-13.831,1.984,4.465,10.284,-2.916,4.348,10.114,4.352,1.896,1.601,1.751,2.504,-9.724
Germany,Rice,Average Revenue per Capita,Total,USD (US$),Statista,6.321,5.424,5.504,5.718,6.27,6.058,6.302,6.929,7.233,7.38,7.51,7.653,7.853,7.095
Germany,Rice,Online Revenue Share,Offline,percent,Statista,,,,99.309,99.062,98.729,98.28,96.614,95.807,94.869,93.812,92.667,,
Germany,Rice,Online Revenue Share,Online,percent,Statista,,,,0.691,0.938,1.271,1.72,3.386,4.193,5.131,6.188,7.333,,
Germany,Rice,Mobile/Desktop Split,Desktop,percent,Statista,,,,61.915,59.836,58.199,56.781,56.208,55.333,54.777,54.332,53.888,,
Germany,Rice,Mobile/Desktop Split,Mobile,percent,Statista,,,,38.085,40.164,41.801,43.219,43.792,44.667,45.223,45.668,46.112,,
Germany,Rice,Volume,Total,million kilograms,Statista,171.406,162.281,153.631,144.434,140.078,133.321,131.821,128.805,127.448,126.213,125.918,125.823,126.571,111.998
Germany,Rice,Volume Change,Total,percent,Statista,,-5.323,-5.331,-5.986,-3.016,-4.824,-1.125,-2.288,-1.053,-0.969,-0.234,-0.075,0.595,-11.513
Germany,Rice,Average Volume per Capita,Total,kilograms,Statista,2.104,1.984,1.869,1.747,1.685,1.596,1.573,1.535,1.519,1.507,1.506,1.507,1.517,1.344
Germany,Rice,... in 10-kilogram packs,Rice,10 kg packs,Statista,0.21,0.198,0.187,0.175,0.169,0.16,0.157,0.154,0.152,0.151,0.151,0.151,0.152,0.134
Germany,Rice,... in 5-kilogram packs,Rice,5 kg packs,Statista,0.421,0.397,0.374,0.349,0.337,0.319,0.315,0.307,0.304,0.301,0.301,0.301,0.303,0.269
Germany,Rice,... in 0.5-kilogram packs,Rice,500 g packs,Statista,4.209,3.968,3.738,3.495,3.37,3.193,3.147,3.07,3.039,3.013,3.011,3.013,3.034,2.688
Germany,Breakfast Cereals,Brand Preference,Other,percent,Statista Global Consumer Survey,,,,,,5,,,,,,,,
Germany,Breakfast Cereals,Brand Preference,Dr. Oetker Vitalis,percent,Statista Global Consumer Survey,,,,,,25,,,,,,,,
Germany,Breakfast Cereals,Brand Preference,Kellogg´s,percent,Statista Global Consumer Survey,,,,,,25,,,,,,,,
Germany,Breakfast Cereals,Brand Preference,Kölln,percent,Statista Global Consumer Survey,,,,,,20,,,,,,,,
Germany,Breakfast Cereals,Brand Preference,mymuesli,percent,Statista Global Consumer Survey,,,,,,5,,,,,,,,
Germany,Breakfast Cereals,Brand Preference,"Nestlé (Fitness, Cini-Minis, Cookie Crisps)",percent,Statista Global Consumer Survey,,,,,,10,,,,,,,,
Germany,Breakfast Cereals,Brand Preference,Seitenbacher,percent,Statista Global Consumer Survey,,,,,,10,,,,,,,,
Germany,Breakfast Cereals,Price per Unit,Average,USD (US$),Statista,5.167,4.362,4.384,4.569,4.893,4.719,4.859,5.331,5.622,5.785,5.891,5.999,6.113,6.236
Germany,Breakfast Cereals,Revenue,Total,billion USD (US$),Statista,1.103,0.951,0.97,1.014,1.118,1.086,1.134,1.249,1.081,1.301,1.352,1.4,1.456,1.509
Germany,Breakfast Cereals,Revenue Change,Total,percent,Statista,,-13.826,2.031,4.558,10.256,-2.862,4.42,10.141,-13.451,20.352,3.92,3.55,4,3.64
Germany,Breakfast Cereals,Average Revenue per Capita,Total,USD (US$),Statista,13.54,11.62,11.8,12.26,13.45,13.01,13.54,14.89,12.89,15.54,16.16,16.76,17.45,18.1
Germany,Breakfast Cereals,Online Revenue Share,Offline,percent,Statista,,,,99.31,99.064,98.731,98.283,97.164,96.361,95.364,94.144,92.673,,
Germany,Breakfast Cereals,Online Revenue Share,Online,percent,Statista,,,,0.69,0.936,1.269,1.717,2.836,3.639,4.636,5.856,7.327,,
Germany,Breakfast Cereals,Mobile/Desktop Split,Desktop,percent,Statista,,,,61.915,59.836,58.199,56.781,56.208,55.333,54.777,54.332,53.888,,
Germany,Breakfast Cereals,Mobile/Desktop Split,Mobile,percent,Statista,,,,38.085,40.164,41.801,43.219,43.792,44.667,45.223,45.668,46.112,,
Germany,Breakfast Cereals,Volume,Total,million kilograms,Statista,213.434,217.923,221.201,221.86,228.554,230.174,233.398,234.367,192.318,224.973,229.458,233.37,238.134,241.934
Germany,Breakfast Cereals,Volume Change,Total,percent,Statista,,2.103,1.504,0.298,3.017,0.709,1.401,0.415,-17.941,16.98,1.994,1.705,2.041,1.596
Germany,Breakfast Cereals,Average Volume per Capita,Total,kilograms,Statista,2.62,2.665,2.691,2.684,2.75,2.756,2.786,2.793,2.293,2.685,2.744,2.794,2.855,2.903
Germany,Breakfast Cereals,… in 750-gram packs,Breakfast Cereals,750 g packs,Statista,3.494,3.553,3.588,3.579,3.666,3.675,3.714,3.725,3.057,3.581,3.658,3.726,3.806,3.87
Germany,Breakfast Cereals,... in 500-gram packs,Breakfast Cereals,500 g packs,Statista,5.241,5.329,5.382,5.368,5.499,5.512,5.571,5.587,4.585,5.371,5.487,5.589,5.709,5.806
Germany,Fresh Meat,Price per Unit,Average,USD (US$),Statista,11.21,9.395,9.376,9.693,10.32,9.884,10.13,11.04,11.69,11.93,12.12,12.32,12.52,12.61
Germany,Fresh Meat,Price per Unit,Beef & Veal,USD (US$),Statista,11.35,9.942,10.4,11.26,12.68,12.83,13.62,15.39,16.23,16.7,17.01,17.32,17.65,18.01
Germany,Fresh Meat,Price per Unit,Mutton & Goat,USD (US$),Statista,26.58,22.63,22.94,24.11,26.04,25.33,26.04,28.6,30.16,31.04,31.61,32.19,32.8,33.46
Germany,Fresh Meat,Price per Unit,Other Fresh Meat,USD (US$),Statista,14.53,12.29,12.4,12.97,13.99,13.59,14.02,15.42,16.26,16.74,17.04,17.36,17.68,18.04
Germany,Fresh Meat,Price per Unit,Pork,USD (US$),Statista,10.19,8.281,8.013,8.04,8.289,7.697,7.744,8.276,8.728,8.982,9.146,9.314,9.49,9.681
Germany,Fresh Meat,Price per Unit,Poultry,USD (US$),Statista,9.997,8.32,8.244,8.47,8.943,8.502,8.675,9.417,9.932,10.22,10.41,10.6,10.8,11.02
Germany,Fresh Meat,Revenue,Total,billion USD (US$),Statista,17.05,14.48,14.54,14.96,16.24,15.51,15.92,17.23,17.3,18.27,18.58,18.85,19.61,19.97
Germany,Fresh Meat,Revenue,Beef & Veal,billion USD (US$),Statista,4.185,3.573,3.608,3.732,4.072,3.91,4.033,4.388,4.509,4.524,4.545,4.563,4.681,4.397
Germany,Fresh Meat,Revenue,Mutton & Goat,billion USD (US$),Statista,0.433,0.37,0.373,0.387,0.422,0.405,0.418,0.455,0.48,0.492,0.5,0.508,0.526,0.528
Germany,Fresh Meat,Revenue,Other Fresh Meat,billion USD (US$),Statista,3.135,2.662,2.675,2.752,2.987,2.853,2.928,3.169,3.317,3.38,3.418,3.454,3.578,3.586
Germany,Fresh Meat,Revenue,Pork,billion USD (US$),Statista,5.2,4.401,4.407,4.52,4.89,4.655,4.761,5.135,5.501,5.721,5.868,6.005,6.311,6.789
Germany,Fresh Meat,Revenue,Poultry,billion USD (US$),Statista,4.096,3.471,3.48,3.573,3.87,3.689,3.778,4.08,3.493,4.152,4.245,4.323,4.515,4.674
Germany,Fresh Meat,Revenue Change,Total,percent,Statista,,-15.073,0.414,2.889,8.556,-4.495,2.643,8.229,0.406,5.607,1.697,1.453,4.032,1.836
Germany,Fresh Meat,Revenue Change,Beef & Veal,percent,Statista,,-14.624,0.98,3.437,9.11,-3.978,3.146,8.802,2.758,0.333,0.464,0.396,2.586,-6.067
Germany,Fresh Meat,Revenue Change,Mutton & Goat,percent,Statista,,-14.599,1.028,3.481,9.159,-3.958,3.208,8.824,5.383,2.565,1.667,1.6,3.621,0.361
Germany,Fresh Meat,Revenue Change,Other Fresh Meat,percent,Statista,,-15.088,0.488,2.879,8.539,-4.486,2.629,8.231,4.67,1.899,1.124,1.053,3.59,0.224
Germany,Fresh Meat,Revenue Change,Pork,percent,Statista,,-15.365,0.136,2.564,8.186,-4.806,2.277,7.855,7.128,3.999,2.569,2.335,5.096,7.574
Germany,Fresh Meat,Revenue Change,Poultry,percent,Statista,,-15.259,0.259,2.672,8.312,-4.677,2.413,7.994,-14.387,18.866,2.24,1.837,4.441,3.522
Germany,Fresh Meat,Average Revenue per Capita,Total,USD (US$),Statista,209.3,177,176.9,181,195.4,185.7,190,205.3,206.2,218.1,222.1,225.7,235.1,239.6
