Region,Market,Chart,Name,Unit,Source,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027
Czechia,Bread & Cereal Products,Volume,Breakfast Cereals,million kilograms,Statista,23.227,23.84,24.568,25.299,25.388,26.755,27.255,27.915,20.614,27.233,28.263,29.175,29.992,31.123
Czechia,Bread & Cereal Products,Volume,Other Cereal Products,million kilograms,Statista,267.006,271.272,276.718,282.055,280.166,292.235,292.912,295.707,215.265,280.386,287.262,292.641,300.789,306.736
Czechia,Bread & Cereal Products,Volume,Pasta,million kilograms,Statista,103.135,105.099,107.54,109.961,109.577,114.674,115.854,117.758,86.315,113.209,116.729,119.714,123.005,126.02
Czechia,Bread & Cereal Products,Volume,Rice,million kilograms,Statista,27.934,28.56,29.319,30.077,30.069,31.57,31.695,32.119,32.62,33.136,33.863,34.547,35.312,36.259
Czechia,Bread & Cereal Products,Volume Change,Total,percent,Statista,,3.439,3.892,3.849,1.239,6.352,1.036,2.023,-25.888,30.762,3.515,2.879,3.003,5.6
Czechia,Bread & Cereal Products,Volume Change,Bread,percent,Statista,,4.232,4.685,4.637,2.003,7.151,1.247,2.351,-26.228,31.946,3.856,3.178,3.109,6.928
Czechia,Bread & Cereal Products,Volume Change,Breakfast Cereals,percent,Statista,,2.638,3.054,2.976,0.353,5.383,1.869,2.423,-26.155,32.111,3.782,3.226,2.802,3.771
Czechia,Bread & Cereal Products,Volume Change,Other Cereal Products,percent,Statista,,1.598,2.008,1.929,-0.67,4.308,0.232,0.954,-27.203,30.252,2.452,1.873,2.784,1.977
Czechia,Bread & Cereal Products,Volume Change,Pasta,percent,Statista,,1.905,2.323,2.251,-0.349,4.651,1.03,1.644,-26.701,31.157,3.11,2.557,2.749,2.451
Czechia,Bread & Cereal Products,Volume Change,Rice,percent,Statista,,2.241,2.659,2.585,-0.025,4.99,0.397,1.339,1.56,1.581,2.194,2.02,2.214,2.681
Czechia,Bread & Cereal Products,Average Volume per Capita,Total,kilograms,Statista,123.378,127.497,132.241,137.045,138.422,146.889,148.137,150.914,111.718,145.962,151,155.286,159.917,168.876
Czechia,Bread & Cereal Products,Average Volume per Capita,Bread,kilograms,Statista,83.599,87.052,90.98,95.001,96.68,103.366,104.462,106.763,78.672,103.716,107.65,111.027,114.457,122.389
Czechia,Bread & Cereal Products,Average Volume per Capita,Breakfast Cereals,kilograms,Statista,2.193,2.249,2.314,2.377,2.38,2.503,2.545,2.603,1.92,2.534,2.629,2.712,2.788,2.893
Czechia,Bread & Cereal Products,Average Volume per Capita,Other Cereal Products,kilograms,Statista,25.21,25.588,26.059,26.506,26.268,27.339,27.352,27.573,20.049,26.092,26.716,27.205,27.957,28.511
Czechia,Bread & Cereal Products,Average Volume per Capita,Pasta,kilograms,Statista,9.738,9.914,10.127,10.334,10.274,10.728,10.818,10.98,8.039,10.535,10.856,11.129,11.433,11.713
Czechia,Bread & Cereal Products,Average Volume per Capita,Rice,kilograms,Statista,2.637,2.694,2.761,2.826,2.819,2.953,2.96,2.995,3.038,3.084,3.149,3.212,3.282,3.37
Czechia,Pasta,Users by Age,18-24 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,10.513,,,,,,
Czechia,Pasta,Users by Age,25-34 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,21.402,,,,,,
Czechia,Pasta,Users by Age,35-44 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,26.658,,,,,,
Czechia,Pasta,Users by Age,45-54 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,25.031,,,,,,
Czechia,Pasta,Users by Age,55-64 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,16.395,,,,,,
Czechia,Pasta,Users by Income,high income,percent,Statista|Statista Global Consumer Survey,,,,,,,,34.227,,,,,,
Czechia,Pasta,Users by Income,low income,percent,Statista|Statista Global Consumer Survey,,,,,,,,30.284,,,,,,
Czechia,Pasta,Users by Income,medium income,percent,Statista|Statista Global Consumer Survey,,,,,,,,35.489,,,,,,
Czechia,Pasta,Users by Gender,female,percent,Statista|Statista Global Consumer Survey,,,,,,,,51.439,,,,,,
Czechia,Pasta,Users by Gender,male,percent,Statista|Statista Global Consumer Survey,,,,,,,,48.561,,,,,,
Czechia,Pasta,Price per Unit,Average,USD (US$),Statista,1.171,0.996,1.014,1.09,1.204,1.178,1.204,1.349,1.469,1.503,1.533,1.564,1.595,1.627
Czechia,Pasta,Revenue,Total,million USD (US$),Statista,120.8,104.7,109,119.9,131.9,135.1,139.5,158.8,126.8,170.2,179,187.2,196.2,205.1
Czechia,Pasta,Revenue Change,Total,percent,Statista,,-13.328,4.107,10,10.008,2.426,3.257,13.835,-20.151,34.227,5.17,4.581,4.808,4.536
Czechia,Pasta,Average Revenue per Capita,Total,USD (US$),Statista,11.4,9.871,10.26,11.27,12.37,12.64,13.03,14.81,11.81,15.84,16.65,17.41,18.24,19.06
Czechia,Pasta,Online Revenue Share,Offline,percent,Statista,,,,99.842,99.819,99.794,99.704,99.676,99.644,99.61,99.571,99.529,,
Czechia,Pasta,Online Revenue Share,Online,percent,Statista,,,,0.158,0.181,0.206,0.296,0.324,0.356,0.39,0.429,0.471,,
Czechia,Pasta,Mobile/Desktop Split,Desktop,percent,Statista,,,,71.077,67.059,62.475,58.543,55.967,54.49,53.265,52.815,52.374,,
Czechia,Pasta,Mobile/Desktop Split,Mobile,percent,Statista,,,,28.923,32.941,37.525,41.457,44.033,45.51,46.735,47.185,47.626,,
Czechia,Pasta,Volume,Total,million kilograms,Statista,103.135,105.099,107.54,109.961,109.577,114.674,115.854,117.758,86.315,113.209,116.729,119.714,123.005,126.02
Czechia,Pasta,Volume Change,Total,percent,Statista,,1.905,2.323,2.251,-0.349,4.651,1.03,1.644,-26.701,31.157,3.11,2.557,2.749,2.451
Czechia,Pasta,Average Volume per Capita,Total,kilograms,Statista,9.738,9.914,10.127,10.334,10.274,10.728,10.818,10.98,8.039,10.535,10.856,11.129,11.433,11.713
Czechia,Pasta,... in 2-kilogram packs,Pasta,2 kg packs,Statista,4.869,4.957,5.064,5.167,5.137,5.364,5.409,5.49,4.02,5.268,5.428,5.565,5.716,5.857
Czechia,Pasta,... in 0.5-kilogram packs,Pasta,500 g packs,Statista,19.476,19.827,20.255,20.667,20.548,21.456,21.637,21.961,16.078,21.07,21.712,22.259,22.866,23.427
Czechia,Bread,Price per Unit,Average,USD (US$),Statista,1.06,0.883,0.88,0.927,1.002,0.96,0.981,1.093,1.191,1.218,1.243,1.268,1.293,1.319
Czechia,Bread,Revenue,Total,billion USD (US$),Statista,0.939,0.815,0.85,0.937,1.033,1.06,1.097,1.252,1.006,1.358,1.439,1.514,1.592,1.737
Czechia,Bread,Revenue Change,Total,percent,Statista,,-13.181,4.369,10.23,10.198,2.614,3.491,14.129,-19.649,34.99,5.965,5.212,5.152,9.108
Czechia,Bread,Average Revenue per Capita,Total,USD (US$),Statista,88.61,76.86,80.08,88.09,96.86,99.21,102.4,116.7,93.7,126.4,133.8,140.7,148,161.4
Czechia,Bread,Online Revenue Share,Offline,percent,Statista,,,,99.842,99.819,99.794,99.704,99.675,99.644,99.609,99.571,99.529,,
Czechia,Bread,Online Revenue Share,Online,percent,Statista,,,,0.158,0.181,0.206,0.296,0.325,0.356,0.391,0.429,0.471,,
Czechia,Bread,Mobile/Desktop Split,Desktop,percent,Statista,,,,71.077,67.059,62.475,58.543,55.967,54.49,53.265,52.815,52.374,,
Czechia,Bread,Mobile/Desktop Split,Mobile,percent,Statista,,,,28.923,32.941,37.525,41.457,44.033,45.51,46.735,47.185,47.626,,
Czechia,Bread,Volume,Total,million kilograms,Statista,885.405,922.871,966.105,"1,010.906","1,031.159","1,104.898","1,118.678","1,144.98",844.68,"1,114.525","1,157.497","1,194.287","1,231.422","1,316.733"
Czechia,Bread,Volume Change,Total,percent,Statista,,4.232,4.685,4.637,2.003,7.151,1.247,2.351,-26.228,31.946,3.856,3.178,3.109,6.928
Czechia,Bread,Average Volume per Capita,Total,kilograms,Statista,83.599,87.052,90.98,95.001,96.68,103.366,104.462,106.763,78.672,103.716,107.65,111.027,114.457,122.389
Czechia,Other Cereal Products,Price per Unit,Average,USD (US$),Statista,1.924,1.63,1.653,1.772,1.949,1.902,1.945,2.179,2.374,2.429,2.477,2.527,2.578,2.629
Czechia,Other Cereal Products,Revenue,Total,billion USD (US$),Statista,0.514,0.442,0.458,0.5,0.546,0.556,0.57,0.644,0.511,0.681,0.712,0.74,0.775,0.806
Czechia,Other Cereal Products,Revenue Change,Total,percent,Statista,,-13.921,3.483,9.268,9.262,1.739,2.555,13.055,-20.674,33.242,4.508,3.906,4.841,4.011
Czechia,Other Cereal Products,Average Revenue per Capita,Total,USD (US$),Statista,48.5,41.7,43.08,46.98,51.21,51.99,53.21,60.08,47.6,63.38,66.19,68.75,72.06,74.96
Czechia,Other Cereal Products,Online Revenue Share,Offline,percent,Statista,,,,99.842,99.819,99.794,99.705,99.676,99.644,99.61,99.572,99.529,,
Czechia,Other Cereal Products,Online Revenue Share,Online,percent,Statista,,,,0.158,0.181,0.206,0.295,0.324,0.356,0.39,0.428,0.471,,
Czechia,Other Cereal Products,Mobile/Desktop Split,Desktop,percent,Statista,,,,71.077,67.059,62.475,58.543,55.967,54.49,53.265,52.815,52.374,,
Czechia,Other Cereal Products,Mobile/Desktop Split,Mobile,percent,Statista,,,,28.923,32.941,37.525,41.457,44.033,45.51,46.735,47.185,47.626,,
Czechia,Other Cereal Products,Volume,Total,million kilograms,Statista,267.006,271.272,276.718,282.055,280.166,292.235,292.912,295.707,215.265,280.386,287.262,292.641,300.789,306.736
Czechia,Other Cereal Products,Volume Change,Total,percent,Statista,,1.598,2.008,1.929,-0.67,4.308,0.232,0.954,-27.203,30.252,2.452,1.873,2.784,1.977
Czechia,Other Cereal Products,Average Volume per Capita,Total,kilograms,Statista,25.21,25.588,26.059,26.506,26.268,27.339,27.352,27.573,20.049,26.092,26.716,27.205,27.957,28.511
Czechia,Meat,Users by Age,18-24 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,11.158,,,,,,
Czechia,Meat,Users by Age,25-34 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,21.328,,,,,,
Czechia,Meat,Users by Age,35-44 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,26.412,,,,,,
Czechia,Meat,Users by Age,45-54 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,23.87,,,,,,
Czechia,Meat,Users by Age,55-64 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,17.232,,,,,,
Czechia,Meat,Users by Income,high income,percent,Statista|Statista Global Consumer Survey,,,,,,,,36.806,,,,,,
Czechia,Meat,Users by Income,low income,percent,Statista|Statista Global Consumer Survey,,,,,,,,28.125,,,,,,
Czechia,Meat,Users by Income,medium income,percent,Statista|Statista Global Consumer Survey,,,,,,,,35.069,,,,,,
Czechia,Meat,Users by Gender,female,percent,Statista|Statista Global Consumer Survey,,,,,,,,46.893,,,,,,
Czechia,Meat,Users by Gender,male,percent,Statista|Statista Global Consumer Survey,,,,,,,,53.107,,,,,,
Czechia,Meat,Price per Unit,Average,USD (US$),Statista,6.957,5.884,5.943,6.338,6.971,6.79,6.928,7.747,8.493,8.718,8.935,9.157,9.346,9.608
Czechia,Meat,Price per Unit,Fresh Meat,USD (US$),Statista,9.391,7.802,7.749,8.121,8.841,8.514,8.597,9.52,10.45,10.58,10.78,10.98,11.19,11.34
Czechia,Meat,Price per Unit,Meat Substitutes,USD (US$),Statista,23.93,22.63,21.92,21.7,21.38,20.65,19.39,19.74,21.51,22,22.44,22.89,23.35,23.82
Czechia,Meat,Price per Unit,Processed Meat,USD (US$),Statista,5.15,4.372,4.434,4.756,5.232,5.104,5.214,5.834,6.357,6.503,6.634,6.767,6.899,7.037
Czechia,Meat,Revenue,Total,million USD (US$),Statista,"3,128","2,714","2,830","3,117","3,432","3,520","3,638","4,148","4,551","4,850","5,089","5,328","5,591","6,062"
Czechia,Meat,Revenue,Fresh Meat,million USD (US$),Statista,"1,785","1,572","1,664","1,859","2,077","2,161","2,265","2,618","2,888","3,155","3,361","3,569","3,748","4,180"
Czechia,Meat,Revenue,Meat Substitutes,million USD (US$),Statista,8.02,7.701,8.302,9.53,10.8,11.25,12.4,14.88,19.03,22.3,26.16,30.81,38.96,51.43
Czechia,Meat,Revenue,Processed Meat,million USD (US$),Statista,"1,335","1,134","1,158","1,248","1,344","1,347","1,361","1,515","1,644","1,673","1,702","1,727","1,804","1,831"
Czechia,Meat,Revenue Change,Total,percent,Statista,,-13.235,4.274,10.141,10.106,2.564,3.352,14.019,9.716,6.57,4.928,4.696,4.936,8.424
Czechia,Meat,Revenue Change,Fresh Meat,percent,Statista,,-11.933,5.852,11.719,11.727,4.044,4.813,15.585,10.313,9.245,6.529,6.189,5.015,11.526
Czechia,Meat,Revenue Change,Meat Substitutes,percent,Statista,,-3.978,7.804,14.792,13.326,4.167,10.222,20,27.89,17.183,17.309,17.775,26.452,32.007
Czechia,Meat,Revenue Change,Processed Meat,percent,Statista,,-15.056,2.116,7.772,7.692,0.223,1.039,11.315,8.515,1.764,1.733,1.469,4.459,1.497
Czechia,Meat,Average Revenue per Capita,Total,USD (US$),Statista,295.3,256,266.5,292.9,321.8,329.3,339.8,386.7,423.8,451.4,473.3,495.3,519.7,563.5
Czechia,Meat,Average Revenue per Capita,Fresh Meat,USD (US$),Statista,168.6,148.3,156.7,174.7,194.8,202.2,211.5,244.1,269,293.6,312.6,331.8,348.3,388.5
Czechia,Meat,Average Revenue per Capita,Meat Substitutes,USD (US$),Statista,0.757,0.726,0.782,0.896,1.012,1.052,1.158,1.387,1.555,1.727,1.916,2.13,2.531,3.13
Czechia,Meat,Average Revenue per Capita,Processed Meat,USD (US$),Statista,126,107,109,117.3,126,126.1,127.1,141.3,153.1,155.7,158.3,160.6,167.7,170.2
Czechia,Meat,Online Revenue Share,Offline,percent,Statista,,,,99.842,99.819,99.794,99.733,99.702,99.667,99.627,99.581,99.529,,
Czechia,Meat,Online Revenue Share,Online,percent,Statista,,,,0.158,0.181,0.206,0.267,0.298,0.333,0.373,0.419,0.471,,
Czechia,Meat,Mobile/Desktop Split,Desktop,percent,Statista,,,,71.077,67.059,62.475,58.543,55.967,54.49,53.265,52.815,52.374,,
Czechia,Meat,Mobile/Desktop Split,Mobile,percent,Statista,,,,28.923,32.941,37.525,41.457,44.033,45.51,46.735,47.185,47.626,,
Czechia,Meat,Volume,Total,million kilograms,Statista,449.573,461.225,476.152,491.75,492.329,518.348,525.138,535.389,535.794,556.367,569.53,581.809,598.237,630.966
Czechia,Meat,Volume,Fresh Meat,million kilograms,Statista,190.092,201.488,214.694,228.967,234.974,253.795,263.472,274.966,276.336,298.113,311.833,325.17,335.046,368.644
Czechia,Meat,Volume,Meat Substitutes,million kilograms,Statista,0.335,0.34,0.379,0.439,0.505,0.545,0.639,0.754,0.885,1.014,1.165,1.346,1.669,2.159
Czechia,Meat,Volume,Processed Meat,million kilograms,Statista,259.145,259.396,261.079,262.344,256.85,264.008,261.026,259.669,258.573,257.241,256.532,255.294,261.522,260.163
Czechia,Meat,Volume Change,Total,percent,Statista,,2.592,3.236,3.276,0.118,5.285,1.31,1.952,0.076,3.84,2.366,2.156,2.824,5.471
Czechia,Meat,Volume Change,Fresh Meat,percent,Statista,,5.995,6.554,6.648,2.623,8.01,3.813,4.362,0.498,7.881,4.602,4.277,3.037,10.028
Czechia,Meat,Volume Change,Meat Substitutes,percent,Statista,,1.524,11.299,15.971,14.983,7.861,17.378,17.89,17.382,14.566,14.964,15.476,23.997,29.398
Czechia,Meat,Volume Change,Processed Meat,percent,Statista,,0.097,0.649,0.484,-2.094,2.787,-1.13,-0.52,-0.422,-0.515,-0.276,-0.483,2.44,-0.52
Czechia,Meat,Average Volume per Capita,Total,kilograms,Statista,42.448,43.506,44.84,46.213,46.16,48.493,49.037,49.922,49.903,51.775,52.968,54.088,55.604,58.647
Czechia,Meat,Average Volume per Capita,Fresh Meat,kilograms,Statista,17.948,19.006,20.218,21.517,22.031,23.743,24.603,25.639,25.737,27.742,29.001,30.23,31.141,34.265
Czechia,Meat,Average Volume per Capita,Meat Substitutes,kilograms,Statista,0.032,0.032,0.036,0.041,0.047,0.051,0.06,0.07,0.082,0.094,0.108,0.125,0.155,0.201
Czechia,Meat,Average Volume per Capita,Processed Meat,kilograms,Statista,24.468,24.468,24.586,24.654,24.082,24.699,24.375,24.213,24.083,23.939,23.858,23.733,24.308,24.182
Czechia,Rice,Users by Age,18-24 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,9.91,,,,,,
Czechia,Rice,Users by Age,25-34 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,20.73,,,,,,
Czechia,Rice,Users by Age,35-44 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,26.988,,,,,,
Czechia,Rice,Users by Age,45-54 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,25.293,,,,,,
Czechia,Rice,Users by Age,55-64 years,percent,Statista|Statista Global Consumer Survey,,,,,,,,17.08,,,,,,
Czechia,Rice,Users by Income,high income,percent,Statista|Statista Global Consumer Survey,,,,,,,,35.41,,,,,,
Czechia,Rice,Users by Income,low income,percent,Statista|Statista Global Consumer Survey,,,,,,,,30,,,,,,
Czechia,Rice,Users by Income,medium income,percent,Statista|Statista Global Consumer Survey,,,,,,,,34.59,,,,,,
Czechia,Rice,Users by Gender,female,percent,Statista|Statista Global Consumer Survey,,,,,,,,50.717,,,,,,
Czechia,Rice,Users by Gender,male,percent,Statista|Statista Global Consumer Survey,,,,,,,,49.283,,,,,,
Czechia,Rice,Price per Unit,Average,USD (US$),Statista,1.977,1.679,1.706,1.833,2.021,1.975,2.035,2.29,2.496,2.553,2.604,2.656,2.709,2.764
Czechia,Rice,Revenue,Total,million USD (US$),Statista,55.23,47.94,50.03,55.14,60.76,62.36,64.5,73.57,81.41,84.6,88.18,91.76,95.67,100.2
Czechia,Rice,Revenue Change,Total,percent,Statista,,-13.199,4.36,10.214,10.192,2.633,3.432,14.062,10.657,3.918,4.232,4.06,4.261,4.735
Czechia,Rice,Average Revenue per Capita,Total,USD (US$),Statista,5.215,4.522,4.711,5.182,5.697,5.834,6.023,6.86,7.582,7.873,8.201,8.531,8.892,9.314
Czechia,Rice,Online Revenue Share,Offline,percent,Statista,,,,99.842,99.819,99.794,99.704,99.675,99.644,99.61,99.571,99.529,,
Czechia,Rice,Online Revenue Share,Online,percent,Statista,,,,0.158,0.181,0.206,0.296,0.325,0.356,0.39,0.429,0.471,,
Czechia,Rice,Mobile/Desktop Split,Desktop,percent,Statista,,,,71.077,67.059,62.475,58.543,55.967,54.49,53.265,52.815,52.374,,
Czechia,Rice,Mobile/Desktop Split,Mobile,percent,Statista,,,,28.923,32.941,37.525,41.457,44.033,45.51,46.735,47.185,47.626,,
Czechia,Rice,Volume,Total,million kilograms,Statista,27.934,28.56,29.319,30.077,30.069,31.57,31.695,32.119,32.62,33.136,33.863,34.547,35.312,36.259
Czechia,Rice,Volume Change,Total,percent,Statista,,2.241,2.659,2.585,-0.025,4.99,0.397,1.339,1.56,1.581,2.194,2.02,2.214,2.681
Czechia,Rice,Average Volume per Capita,Total,kilograms,Statista,2.637,2.694,2.761,2.826,2.819,2.953,2.96,2.995,3.038,3.084,3.149,3.212,3.282,3.37
Czechia,Rice,... in 10-kilogram packs,Rice,10 kg packs,Statista,0.264,0.269,0.276,0.283,0.282,0.295,0.296,0.299,0.304,0.308,0.315,0.321,0.328,0.337
Czechia,Rice,... in 5-kilogram packs,Rice,5 kg packs,Statista,0.527,0.539,0.552,0.565,0.564,0.591,0.592,0.599,0.608,0.617,0.63,0.642,0.656,0.674
Czechia,Rice,... in 0.5-kilogram packs,Rice,500 g packs,Statista,5.275,5.388,5.522,5.653,5.639,5.907,5.919,5.99,6.076,6.167,6.299,6.423,6.564,6.74
Czechia,Breakfast Cereals,Price per Unit,Average,USD (US$),Statista,3.487,2.962,3.013,3.239,3.572,3.493,3.562,3.984,4.341,4.441,4.53,4.62,4.713,4.807
Czechia,Breakfast Cereals,Revenue,Total,million USD (US$),Statista,80.98,70.61,74.01,81.93,90.68,93.47,97.09,111.2,89.49,120.9,128,134.8,141.3,149.6
Czechia,Breakfast Cereals,Revenue Change,Total,percent,Statista,,-12.806,4.815,10.701,10.68,3.077,3.873,14.533,-19.523,35.099,5.873,5.313,4.822,5.874
Czechia,Breakfast Cereals,Average Revenue per Capita,Total,USD (US$),Statista,7.646,6.661,6.97,7.7,8.502,8.744,9.066,10.37,8.334,11.25,11.91,12.53,13.14,13.91
Czechia,Breakfast Cereals,Online Revenue Share,Offline,percent,Statista,,,,99.842,99.819,99.794,99.733,99.702,99.666,99.627,99.581,99.529,,
Czechia,Breakfast Cereals,Online Revenue Share,Online,percent,Statista,,,,0.158,0.181,0.206,0.267,0.298,0.334,0.373,0.419,0.471,,
Czechia,Breakfast Cereals,Mobile/Desktop Split,Desktop,percent,Statista,,,,71.077,67.059,62.475,58.543,55.967,54.49,53.265,52.815,52.374,,
Czechia,Breakfast Cereals,Mobile/Desktop Split,Mobile,percent,Statista,,,,28.923,32.941,37.525,41.457,44.033,45.51,46.735,47.185,47.626,,
Czechia,Breakfast Cereals,Volume,Total,million kilograms,Statista,23.227,23.84,24.568,25.299,25.388,26.755,27.255,27.915,20.614,27.233,28.263,29.175,29.992,31.123
Czechia,Breakfast Cereals,Volume Change,Total,percent,Statista,,2.638,3.054,2.976,0.353,5.383,1.869,2.423,-26.155,32.111,3.782,3.226,2.802,3.771
Czechia,Breakfast Cereals,Average Volume per Capita,Total,kilograms,Statista,2.193,2.249,2.314,2.377,2.38,2.503,2.545,2.603,1.92,2.534,2.629,2.712,2.788,2.893
Czechia,Breakfast Cereals,… in 750-gram packs,Breakfast Cereals,750 g packs,Statista,2.924,2.998,3.085,3.17,3.174,3.337,3.393,3.471,2.56,3.379,3.505,3.616,3.717,3.857
Czechia,Breakfast Cereals,... in 500-gram packs,Breakfast Cereals,500 g packs,Statista,4.386,4.497,4.627,4.755,4.761,5.006,5.09,5.206,3.84,5.069,5.257,5.424,5.575,5.786
Czechia,Fresh Meat,Price per Unit,Average,USD (US$),Statista,9.391,7.802,7.749,8.121,8.841,8.514,8.597,9.52,10.45,10.58,10.78,10.98,11.19,11.34
Czechia,Fresh Meat,Price per Unit,Beef & Veal,USD (US$),Statista,10.12,8.607,8.767,9.44,10.44,10.25,10.5,11.79,12.84,13.14,13.4,13.67,13.94,14.22
Czechia,Fresh Meat,Price per Unit,Mutton & Goat,USD (US$),Statista,16.44,14.15,14.58,15.88,17.74,17.58,18.03,20.31,22.13,22.64,23.09,23.55,24.02,24.5
Czechia,Fresh Meat,Price per Unit,Other Fresh Meat,USD (US$),Statista,11.06,9.263,9.29,9.85,10.83,10.55,10.72,11.96,13.03,13.33,13.59,13.86,14.14,14.42
Czechia,Fresh Meat,Price per Unit,Pork,USD (US$),Statista,10.7,8.468,7.988,7.92,8.459,7.943,7.836,8.506,9.269,9.482,9.671,9.865,10.06,10.26
Czechia,Fresh Meat,Price per Unit,Poultry,USD (US$),Statista,6.973,5.825,5.827,6.16,6.682,6.427,6.51,7.219,7.866,8.047,8.208,8.372,8.539,8.71
Czechia,Fresh Meat,Revenue,Total,billion USD (US$),Statista,1.785,1.572,1.664,1.859,2.077,2.161,2.265,2.618,2.888,3.155,3.361,3.569,3.748,4.18
Czechia,Fresh Meat,Revenue,Beef & Veal,billion USD (US$),Statista,0.472,0.416,0.442,0.495,0.554,0.578,0.607,0.703,0.792,0.838,0.886,0.937,0.977,1.05
Czechia,Fresh Meat,Revenue,Mutton & Goat,billion USD (US$),Statista,0.081,0.071,0.076,0.085,0.095,0.099,0.104,0.12,0.135,0.142,0.15,0.158,0.165,0.173
Czechia,Fresh Meat,Revenue,Other Fresh Meat,billion USD (US$),Statista,0.353,0.309,0.326,0.363,0.403,0.417,0.435,0.501,0.563,0.594,0.627,0.66,0.69,0.751
Czechia,Fresh Meat,Revenue,Pork,billion USD (US$),Statista,0.39,0.342,0.361,0.402,0.447,0.463,0.483,0.556,0.641,0.691,0.744,0.798,0.847,1.013
Czechia,Fresh Meat,Revenue,Poultry,billion USD (US$),Statista,0.489,0.432,0.459,0.515,0.578,0.604,0.635,0.737,0.756,0.89,0.953,1.017,1.068,1.193
Czechia,Fresh Meat,Revenue Change,Total,percent,Statista,,-11.933,5.852,11.719,11.727,4.044,4.813,15.585,10.313,9.245,6.529,6.189,5.015,11.526
Czechia,Fresh Meat,Revenue Change,Beef & Veal,percent,Statista,,-11.724,6.076,12.044,11.982,4.276,5.07,15.843,12.624,5.718,5.839,5.663,4.313,7.472
Czechia,Fresh Meat,Revenue Change,Mutton & Goat,percent,Statista,,-11.768,6.032,11.959,11.931,4.224,5.003,15.784,12.303,5.403,5.478,5.393,4.106,5.097
Czechia,Fresh Meat,Revenue Change,Other Fresh Meat,percent,Statista,,-12.348,5.331,11.258,11.166,3.547,4.311,15.017,12.458,5.486,5.47,5.266,4.623,8.766
Czechia,Fresh Meat,Revenue Change,Pork,percent,Statista,,-12.276,5.405,11.308,11.28,3.625,4.405,15.098,15.256,7.78,7.681,7.174,6.217,19.542
Czechia,Fresh Meat,Revenue Change,Poultry,percent,Statista,,-11.611,6.244,12.19,12.146,4.412,5.22,16,2.634,17.712,7.091,6.716,5.015,11.704
Czechia,Fresh Meat,Average Revenue per Capita,Total,USD (US$),Statista,168.6,148.3,156.7,174.7,194.8,202.2,211.5,244.1,269,293.6,312.6,331.8,348.3,388.5
Czechia,Fresh Meat,Average Revenue per Capita,Beef & Veal,USD (US$),Statista,44.54,39.28,41.6,46.51,51.96,54.06,56.7,65.58,73.78,77.94,82.43,87.08,90.81,97.57
Czechia,Fresh Meat,Average Revenue per Capita,Mutton & Goat,USD (US$),Statista,7.646,6.739,7.134,7.971,8.902,9.257,9.703,11.22,12.58,13.25,13.97,14.72,15.32,16.1
Czechia,Fresh Meat,Average Revenue per Capita,Other Fresh Meat,USD (US$),Statista,33.34,29.19,30.7,34.08,37.81,39.06,40.67,46.71,52.47,55.29,58.29,61.33,64.15,69.78
Czechia,Fresh Meat,Average Revenue per Capita,Pork,USD (US$),Statista,36.84,32.28,33.98,37.75,41.9,43.32,45.15,51.89,59.74,64.33,69.23,74.17,78.76,94.19
Czechia,Fresh Meat,Average Revenue per Capita,Poultry,USD (US$),Statista,46.19,40.79,43.27,48.44,54.19,56.46,59.3,68.69,70.41,82.81,88.64,94.54,99.29,110.9
Czechia,Fresh Meat,Online Revenue Share,Offline,percent,Statista,,,,99.842,99.819,99.794,99.733,99.701,99.666,99.626,99.581,99.529,,
Czechia,Fresh Meat,Online Revenue Share,Online,percent,Statista,,,,0.158,0.181,0.206,0.267,0.299,0.334,0.374,0.419,0.471,,
Czechia,Fresh Meat,Mobile/Desktop Split,Desktop,percent,Statista,,,,71.077,67.059,62.475,58.543,55.967,54.49,53.265,52.815,52.374,,
Czechia,Fresh Meat,Mobile/Desktop Split,Mobile,percent,Statista,,,,28.923,32.941,37.525,41.457,44.033,45.51,46.735,47.185,47.626,,
Czechia,Fresh Meat,Volume,Total,million kilograms,Statista,190.092,201.488,214.694,228.967,234.974,253.795,263.472,274.966,276.336,298.113,311.833,325.17,335.046,368.644
Czechia,Fresh Meat,Volume,Beef & Veal,million kilograms,Statista,46.6,48.375,50.387,52.422,53.057,56.383,57.824,59.667,61.674,63.735,66.132,68.513,70.065,73.799
Czechia,Fresh Meat,Volume,Mutton & Goat,million kilograms,Statista,4.925,5.049,5.196,5.342,5.351,5.628,5.763,5.925,6.104,6.289,6.505,6.722,6.862,7.067
